tconst	directors	writers
tt4501244	nm0357453	nm0357453,nm0375043,nm1706767
tt4501276	nm0013044	nm0013044,nm0475460
tt4501288	nm7169745	nm1440053,nm1437907
tt4501454	nm1032521	nm1032521
tt4501576	nm0092555	nm0092555
tt4501706	nm1361530	nm1361530
tt4501740	nm0994275	nm0994275
tt4503084	nm0243563	nm0243563
tt4503096	nm2017127	nm2017127,nm0158323,nm2826970
tt4503598	nm2836676	nm2878500,nm2836676
tt4503900	nm5705851	\N
tt4503906	nm0951197	nm1138389,nm0846969,nm2095966,nm2242949
tt4504040	nm0313555	\N
tt4504044	nm1130275	nm1161528
tt4504136	nm1714788	nm0149466
tt4504188	nm4896071	nm4896071,nm1452701
tt4504438	nm2163786	\N
tt4504626	nm1663144,nm2578458	nm1597587
tt4504922	nm3359146	nm3370087
tt4505116	nm0996324	nm7172621
tt4505118	nm0476123	nm0476123,nm0856500
tt4505168	nm6783925	nm6783925,nm6649966
tt4505170	nm2577763	nm9113433
tt4505180	nm1533498	nm1603528,nm0064490,nm0851522,nm1533498
tt4505208	nm5627015	nm0086912,nm4238622,nm5627015
tt4505260	nm1699659	nm9878829,nm1616534,nm1760990,nm2103891
tt4505432	nm2347483	nm5527640,nm2347483,nm7172949
tt4505666	nm1226661,nm1395408,nm0068106	nm1395408
tt4505994	nm1337562	nm1337562
tt4506722	nm2999307,nm0400724	nm2999307
tt4508542	nm1695278	nm1695278
tt4508712	nm0543647	nm0332660,nm0543647,nm0803736,nm1151121
tt4508986	nm1283973	nm1385733,nm12174997
tt4509840	nm0954099	nm5306719,nm2238286
tt4510398	nm1914394	nm3741595
tt4510892	nm6674371	\N
tt4510896	nm0946875	nm0497231
tt4510898	nm2623333	nm2623333,nm0838954
tt4511200	nm2143474	nm2143474
tt4511372	nm5844896	nm5844896
tt4511416	nm4885675	nm5244862,nm4110321
tt4511460	nm6576552	nm6576552
tt4511478	nm5850778	nm7179190,nm7183731,nm5850778
tt4511566	nm0057287	nm5908948,nm0139416
tt4512230	nm0151305	nm1747318,nm3128043
tt4513022	nm6963499	\N
tt4513074	nm2147099	nm2147099
tt4513316	nm0079448	nm0079448
tt4513538	nm1672561	nm1672561
tt4513674	nm0000095	nm0000095
tt4513812	nm0536705	nm1055051,nm7180863
tt4514646	nm2608022	nm7275109,nm2608022
tt4514660	nm2113026	nm3401440
tt4515070	nm5645455	nm5645455
tt4515544	nm0431956	nm0066080,nm0431956,nm3802745
tt4515662	nm7182448	nm7182448
tt4515684	nm1717949	nm1717949
tt4515698	nm3637687,nm3829140	nm3829140,nm3637687
tt4515762	nm3366745	nm3366745
tt4516040	nm0033422	nm0033422,nm3188528,nm0259575
tt4516162	nm2754122	nm0518711,nm2828827,nm2754122
tt4516324	nm0898063	nm0349581,nm0898063
tt4516352	nm4097598	nm4097598,nm0911933
tt4517450	nm0643247	nm0643247
tt4517578	nm6765732	nm6765732
tt4517624	nm0954703	nm6434036,nm7184529
tt4517700	nm4574756	nm3634704,nm4574756
tt4517738	nm0911933	nm4097598,nm0911933
tt4518234	nm2583919	nm2583919,nm7651718
tt4518260	nm2500541	nm2500541,nm3717748,nm1645352
tt4518962	nm0431871	nm6908155
tt4519006	nm0481910	nm7185800
tt4519312	nm1856678	nm1856678
tt4519400	nm0994275	nm0994275,nm3714249
tt4519488	nm7186336	nm7186336
tt4519742	nm1311238	nm1628284
tt4520132	nm0870324	nm0949012,nm2572312
tt4520312	nm7187181	nm7187181
tt4520340	nm5464755	nm5464755
tt4520364	nm0779524	nm1868849
tt4520518	nm0427478	nm0427478
tt4520924	nm1563341	nm1563341
tt4520988	nm1601644,nm0118333	nm1601644,nm0026153,nm0118333,nm0809205,nm2844448,nm0520188,nm2284377
tt4522640	nm3160391	nm4970554
tt4522716	nm1288838	nm1288838
tt4522922	nm0085791	nm0085791
tt4523050	nm0580101	nm0098179,nm0252775,nm0580101
tt4523112	nm1485677	nm7189643
tt4523530	nm0538107	nm0538107
tt4523622	nm2379696	nm2379696
tt4523910	nm0305558	nm1754539
tt4523928	nm1408696,nm1422237,nm2022847,nm1810414,nm5514857,nm1002494,nm2394794,nm1755493,nm1639750,nm0562071,nm3293881	nm5514857,nm3293881,nm1689712,nm7118752,nm2394794,nm5985458,nm1810414,nm1002494,nm1755493,nm1408696,nm1536172,nm1422237
tt4524418	nm1324774	nm1324774,nm6435165
tt4524676	nm0044242	nm0044242,nm6473898,nm3591898
tt4524678	nm0904008	nm2037710,nm0904008
tt4525888	nm3932569,nm2623448	nm2623448,nm3932569
tt4526136	nm3406916	nm3406916
tt4526372	nm2833272	nm2833272
tt4526502	nm1108967	nm2626665,nm2054456
tt4526546	nm2618128	nm1954504,nm2618128
tt4527268	nm5474373	nm7406655,nm5474373
tt4527400	nm4347209	nm2952588
tt4527664	nm1693690,nm1651701	\N
tt4528386	nm5624036	nm1274645,nm1110703
tt4528454	nm2152272	nm2152272
tt4529162	nm4714963	nm4714963
tt4529450	nm4692205	nm7042279,nm4692205
tt4530422	nm1170339	nm0712753,nm1872664
tt4530804	nm1925423	nm3255305
tt4530832	nm0040630	nm0040630
tt4530884	nm5189759	nm0318319
tt4530968	nm2022637	nm2022637
tt4531006	nm0253018	nm0253018,nm4380548,nm0789343
tt4531412	nm2518118	nm7197580,nm2438224
tt4531694	nm4151736	nm4151736,nm0443592
tt4532038	nm0384722	nm0040022,nm0256079,nm0809759
tt4532280	nm6021677	nm6021677,nm6032468
tt4532404	nm1509561	nm5828592
tt4532596	nm0431671	nm0431671,nm1473521
tt4532606	nm5690805	nm7198724,nm5690805
tt4532634	nm1495717	nm1389636,nm1495717,nm1336100
tt4532764	nm0205827	nm0205827,nm1982147
tt4532818	nm0339245	nm0339245,nm7243715
tt4532826	nm1163264	nm9808366,nm3598916
tt4532888	nm3152881	nm3152881
tt4533838	nm1210118	nm1210118
tt4534492	nm1321242,nm1636723	nm1321242,nm1636723
tt4535650	nm1460159	nm1182352,nm2260872,nm2678319
tt4536222	nm4384142,nm0541751,nm4590046	nm4384142,nm0541751
tt4536304	nm0686102	nm3257854
tt4536494	nm3594105	nm3594105,nm7202258
tt4536540	nm2582181	nm2582181,nm0520721
tt4536768	nm2325065	nm2325065,nm2380520
tt4537170	nm1818500	nm1818500
tt4537362	nm0903526	nm0301145,nm0467548,nm0806099,nm7203179
tt4537412	nm1212597	nm1212597
tt4537888	nm3745127	nm3348891,nm7096955,nm3745127
tt4537896	nm1312919	nm0918907,nm3039088,nm2387990
tt4537986	nm0000247	nm1444454,nm0000247
tt4538016	nm0319690	nm0793177,nm0319690
tt4538164	nm7203910	nm0051779,nm7438492
tt4538294	nm3746400	nm3773915,nm3746400
tt4538632	nm3496938	nm0216016,nm1570281
tt4538670	nm4093242,nm4206753	nm4206753,nm4093242
tt4538708	nm4716891,nm4717181	nm4717181,nm7083841,nm1762669,nm5099330,nm4716891
tt4538916	nm0518644	nm1276348,nm1319618
tt4538930	nm4933787	nm4933787
tt4539114	nm2518118	nm7197580,nm2438224
tt4539140	nm1345081	nm3274938,nm1345081
tt4539336	nm4115259	nm2674426,nm6550878,nm4115259
tt4539508	nm1098428	nm1098428
tt4540326	nm3365277	nm3365277,nm7206047
tt4540384	nm2167230	nm6486585,nm3219071,nm1650849,nm2167230,nm0798189
tt4540434	nm0403629	nm0403629
tt4540710	nm0006960	nm7206640
tt4541102	nm7207144	nm7207144
tt4541266	nm3223170	\N
tt4542660	nm1379896	nm1112292
tt4542726	nm4513564,nm4316354	nm4513564,nm4316354
tt4543578	nm1006796	nm2263833,nm4981945,nm0754467,nm2478571
tt4543744	nm1153602	nm1153602
tt4543804	nm2869400	nm2869400
tt4544008	nm0320622	nm0320622
tt4544278	nm2239528	nm1650390,nm7209660
tt4544696	nm7210242,nm7210243	nm7470258
tt4545630	nm5725247	nm0436302,nm7339980
tt4545806	nm1451398	nm7211207
tt4545832	nm0727599	nm0727599,nm2070834
tt4546024	nm5709298	nm5709298
tt4546126	nm7211413	nm7211419,nm7211413
tt4547056	nm1142073	nm1259998
tt4547076	nm2427621	nm3240563,nm2691982,nm2427621
tt4547194	nm2225334	nm2399856,nm7212925
tt4547514	nm0154464	nm0154464,nm0361828,nm0670808
tt4547832	nm7211413	nm7211419,nm5212099
tt4547938	nm7214191	nm7214191
tt4548332	nm3316186	nm3764055,nm3316186
tt4548864	nm4993825,nm4994274	nm4993825,nm4994274
tt4549224	nm1058415	nm1354901
tt4550098	nm1053530	nm1053530,nm7216022
tt4550420	nm1054899	nm1054899
tt4551138	nm0090596	nm0090596,nm1146175
tt4551314	nm0154312	nm6396241,nm0003508,nm7217235
tt4551318	nm0464846	nm0464846,nm6352831
tt4551882	nm0343898	nm2531440
tt4552298	nm0895455,nm4681490	nm4681490,nm0895455
tt4552486	nm1210614	nm1093039,nm3670452,nm1210614
tt4552514	nm2780604	nm2780604
tt4552524	nm3575912,nm3576329	nm3575912,nm3576329
tt4552546	nm5431673	nm4904771
tt4552700	nm4357886	nm4345137,nm4357886
tt4553434	nm5990160	nm3217969
tt4553712	nm0030791	nm0695196
tt4554036	nm1519285	nm2345127,nm0901022
tt4554186	nm2182524	nm2182524
tt4554212	nm2239717	nm2239717,nm7644708,nm0304580,nm0230946
tt4554726	nm0472303	nm0472303
tt4555248	nm0026263	nm0026263,nm0989127
tt4555426	nm0942504	nm0565026
tt4555594	nm1925823,nm1925528	nm2194973
tt4555674	nm2148234	nm2148234
tt4556352	nm4229397	nm7221837,nm7221838,nm0847176
tt4556370	nm2157767	nm4858446,nm2150926,nm5947733
tt4556700	nm7222062	\N
tt4556730	nm2565292	\N
tt4556738	nm5215176	\N
tt4556848	nm7222185	nm6515783,nm7222185
tt4557014	nm7222219	nm2068971
tt4557208	nm0007082	nm4211251
tt4557956	nm0855188	nm0145891
tt4558040	nm6000476	nm2997266,nm6000476,nm7621660
tt4558042	nm1529886	nm1529886
tt4558200	nm3522996	nm3522996
tt4558362	nm4064306,nm2414707	nm2876995,nm10703137,nm8250920,nm7223341,nm2414707
tt4558370	nm6356309	nm6356309
tt4558376	nm0711110,nm0269542	nm1104036,nm0269542,nm0711110,nm1128037
tt4558396	nm0076679	nm0074203,nm0076679
tt4559006	nm0424103	nm0424103,nm1145539
tt4559046	nm2678319,nm2260872	nm1112260,nm2260872,nm2678319,nm3217969,nm2814611
tt4559932	nm0901265	nm2672655,nm2454599,nm7071130
tt4560008	nm2868171	nm2868171
tt4560436	nm0000916	nm3169366,nm8820785
tt4560748	nm1661799,nm1331070	nm1661799,nm1331070
tt4560926	nm0528426	nm0332934,nm0528426
tt4561026	\N	\N
tt4561318	nm6236945	nm6236945
tt4561448	nm2375612	\N
tt4562260	nm0229492	nm0229492
tt4562262	nm0527963	nm0527963,nm2542840
tt4562518	nm1286935,nm1287124	nm3321995
tt4562728	nm0777521	nm4766743,nm0777521
tt4563070	nm1729579	nm10240868,nm6751270,nm6961374
tt4563294	nm1448482	nm1900415
tt4563702	nm4229397	nm7221837,nm7221838,nm0847176
tt4563970	nm2774033	nm3696388,nm7228081,nm7228082,nm6618675
tt4565400	nm4332422	nm4332422
tt4565520	nm0000513	nm0395196,nm0469414
tt4566574	nm0712782	nm0220656
tt4566758	nm0138927	nm0415425,nm0798646,nm4168262,nm7230194,nm1511627
tt4566780	nm3419080	nm3419080
tt4566934	nm1125503	nm7230338,nm1125503,nm4318493
tt4567320	nm0375362	nm0375362
tt4567486	nm3976308	nm3976308
tt4567500	nm3736242	nm2897609,nm7230735
tt4567858	nm1293153	nm0901293
tt4567954	nm1242171	nm0606223,nm0940974,nm1242171
tt4568106	nm1960325	nm3546815,nm1960325
tt4568252	nm6209399	nm1440053,nm1437907
tt4568268	nm10700391	nm10700391,nm0805556
tt4568328	nm2063122	nm2063122,nm3547655
tt4568370	nm2171755	nm2171755
tt4568466	nm0970807	nm0970807
tt4568478	nm1585860	nm0944727,nm4959840,nm7231699
tt4568934	nm5899290	nm6317708
tt4568960	nm5447510	\N
tt4569240	nm0687751	nm2026162
tt4569374	nm5094464	nm5094464
tt4571838	nm2782251	nm2782251,nm1703635
tt4571846	nm0136956	nm0136956
tt4571976	nm0575244,nm2494598	nm1652710,nm0575244,nm2494598
tt4572116	nm1310207	nm1310207
tt4572514	nm0000916	nm0000916,nm3208946,nm2440587,nm0848496,nm2053216
tt4572682	nm5313613	nm5313613
tt4572700	nm3749181	nm3749181,nm3764137,nm3342328
tt4572792	nm1119880	nm3884127
tt4572820	nm0632382	\N
tt4572856	nm0514950	nm0514950,nm7242430,nm7242431,nm7242432
tt4572984	nm0114810	nm0114810
tt4572998	nm1987058	nm1987058
tt4573136	nm0608936	nm3507602
tt4573394	nm3873442,nm7236117	nm3873442
tt4573516	nm2300570	nm2300570,nm2242713
tt4573906	nm5950300	nm5950300
tt4574440	nm1296673,nm0515786	nm1296673,nm0515786
tt4574604	nm1923871	nm7237371,nm1923871
tt4574654	nm5859010	nm5859010,nm5859081,nm5095180,nm5825968
tt4575100	nm0044762	nm0326000
tt4575328	nm2623609	nm2623609,nm2006579,nm8292422
tt4575576	nm0286975	nm0590316,nm0791615,nm3504405,nm0565336,nm2284377,nm0111769,nm0425756
tt4575782	nm5090040	nm5090040
tt4575930	nm0487567	nm0487567
tt4576246	nm0411025	nm2048962
tt4576490	nm2329795	nm0769892,nm2329795,nm1414311
tt4576560	nm2613677,nm2391192	nm2613677
tt4576612	nm0644393,nm4765550	nm4765550,nm0613587,nm0644393
tt4577344	nm0619295	nm0588577
tt4577388	nm4769297	nm4769297,nm7239520
tt4578050	nm0237527	nm0012337,nm0473275
tt4578084	nm6546353	nm6546353,nm5990921
tt4578118	nm0787601	nm0625198,nm0787601
tt4578160	nm7240066	nm7240066
tt4578598	nm3303482,nm3304337	nm3303482,nm3304337
tt4578910	nm1030706	nm1030706
tt4578920	nm0586841	nm0586841
tt4579610	nm1250938,nm7240885	nm1250938,nm7240885
tt4579890	nm1135528	nm1135528
tt4579914	nm0221662	nm0221662,nm1180079
tt4580112	nm0167008	nm0088858
tt4580280	nm2318171	nm4393608,nm4394090
tt4580370	nm4078227	nm7265029,nm7265031,nm7265028,nm1907447,nm7265030
tt4580550	nm0710272	nm1117507,nm0710272
tt4580794	nm4852399	nm4308921
tt4581026	nm1804575	\N
tt4581576	nm1714255	nm1942197
tt4582302	nm1449585	\N
tt4584718	nm4919063	nm4919063,nm0801970
tt4584792	nm3781891,nm4664031,nm3359084,nm8464553,nm0175836,nm3310677,nm4341114,nm0008409,nm2563700,nm2780568,nm4677186,nm4086158,nm1346075,nm3877467,nm2674743,nm2772986,nm1330023,nm4889170,nm5226857,nm1546474,nm5220868,nm1620124,nm6078996,nm0400730,nm3410206,nm4014952,nm0790743,nm5571414,nm6935209,nm7684836,nm7606015	nm2674743,nm4677186,nm2780568,nm3641611,nm2772986,nm4664031,nm0400730,nm5220868,nm3359084,nm4889170,nm6935209,nm2693408,nm5571414,nm3823942
tt4584814	nm3726993	nm3726993
tt4584862	nm0796504	nm0796504
tt4585080	nm3167881	nm3167881,nm5079914,nm7244968
tt4585660	nm1031708	nm0159745,nm0404809,nm1031708
tt4586114	nm5853875,nm3765535,nm3194696,nm1328626,nm0200839,nm1456033,nm4751682,nm3702194,nm2341629,nm6369337	nm3194696,nm5387702,nm4234112,nm6369337,nm5853875,nm3702194
tt4586136	nm1476401,nm0554378	nm1476401
tt4586626	nm0001092	nm0357326,nm1323785,nm0001092
tt4587366	nm2071556	nm2535285,nm2546393
tt4587656	nm3302450	nm6423183,nm8231946
tt4587780	nm0852363	nm0852363
tt4588050	nm4144240,nm0100187	nm1644533,nm5448159,nm4486011
tt4588594	nm1711449	nm1711449,nm2472519
tt4588874	nm7248476	nm7248476,nm6284297,nm5977845
